거리표,코드,246,203,274,560,189,136,655,280,133,191,131,135,109,572,242,513,505,596,265,279,192,577,272,167,258,563,558,123,142,227,205,254,215,117,200,161,646,105,528,160,122,629,551,584,567,604,125,537,618,608,519,114,626,536,539,579,297,207,543,250,651,247,218,264,523,237,601,656,530,529,155,202,223,521,232,249,288,622,252,115,259,168,175,514,553,273,261,228,214,130,149,621,657,190,591,102,556,590,146,674,549,583,554,182,576,289,171,582,281,183,571,110,509,508,547,164,511,565,178,293,642,531,550,251,625,283,165,226,220,533,671,213,140,502,593,580,569,586,522,129,151,548,150,570,212,598,525,673,217,555,294,229,561,515,677,282,291,145,222,627,157,589,628,124,181,221,595,552,501,148,559,606,127,153,244,592,298,170,253,578,270,208,255,542,597,128,675,101,139,194,159,653,225,234,198,285,526,266,134,504,654,241,538,545,534,186,287,541,623,103,248,271,268,219,574,113,256,107,154,138,173,599,177,607,564,512,506,118,236,210,132,573,209,106,587,199,581,275,263,116,644,544,126,172,641,180,575,152,195,206,176,156,193,588,166,568,169,645,245,143,185,188,158,566,672,603,163,240,658,267,503,197,104,269,296,278,147,187,295,546,276,292,196,235,262,108,624,643,540,594,112,111,524,204,121,290,260,174,562,201,518,238,239,605,162,137,516,119,230,520,527,211,602,612,277,585,144,224,507,299,648,647,243,676,284,233,257,179,652,535,231,120,557,532,184,216
코드,영업소,가락,가산,가조,감곡,강릉,강진,강촌,거창,건천,경기광주,경산,경주,계룡,고덕,고령,고성,고창,고흥,곡성,곤양,곤지암,공주,광양,광주,광천,괴산,구례화엄,구미,군북,군산,군위,군자,군포,금강,금산,금산사,기장일광,기흥,기흥동탄,김제,김천,김해부산,나주,남강릉,남고창,남공주,남구미,남김천,남논산상,남논산하,남대구,남대전,남밀양,남상주,남성주,남세종,남순천,남안동,남안성,남양산,남양주,남원,남원주,남장수,남제천,남지,남천안,남춘천,내장산,노포,논산,다부,단성,단양,달성,담양,당진,대구,대동,대전,대천,덕유산,덕평,동고성,동광산,동광양,동광주,동군산,동군포,동김천,동김해,동대구,동산,동서울,동서천,동수원,동순천,동전주,동창원,동탄,동함평,동해,동홍천,둔내,마곡사,마산,마성,망상,매송,면온,면천,목천,목포,무안,무안공항,무주,무창포,문경새재,문막,문산,문수,문의,문평,물금,밀양,발안,백양사,벌교,보성,보은,봉담,부곡,부산,부안,부여,북강릉,북광주,북남원,북단양,북대구,북대전,북무안,북부산,북상주,북수원,북여주,북영천,북오산,북원주,북진천,북창원,북천안,북충주,북통영,북평택,비봉,사천,산인,산청,삼랑진,삼례,상관,상동,상주,새말,생초,서공주,서광산,서김제,서김해,서남원,서논산,서대구,서대전,서부산,서부여,서산,서상,서서울,서세종,서순천,서안동,서안산,서안성,서여주,서영암,서오산,서울,서울산,서이천,서전주,서종,서진주,서천,서청주,서평택,서포항,석곡,선산,선운산,설악,성산,성주,소양,속리산,속사,송악,송탄,수성,수원,순창,순천,승주,신림,신양,신탄진,안산,안성,안영,양산,양지,양촌,여주,연무,연풍,연화산,영광,영동,영산,영주,영천,예산수덕,예천,오산,오수,오창,옥계,옥곡,옥과,옥천,온양,완주,왜관,용인,울산,원주,유구,유성,음성,의성,이천,익산,일죽,임실,장성,장성물류,장수,장안,장유,장지,장평,장흥,전주,점촌함창,정남,정안,정읍,제천,조양,주암,줄포,증평,지곡,지리산,지수,진교,진례,진부,진성,진안,진월,진주,진천,창녕,창평,천안,청도,청량,청북,청양,청원,청주,청통와촌,추부,추풍령,축동,춘장대,춘천,충주,칠곡,칠곡물류,칠서,칠원,탄천,태인,통도사,통영,판암,팔공산,평택,포항,풍기,풍세상,풍세하,하동,하조대,함안,함양,함평,해미,해운대,해운송정,해인사,향남,현남,현풍,홍성,홍천,화도,화서,화원옥포,황간,황전,회인,횡계,횡성
185,장평,390.24,243.39,332.93,108.89,54.41,,129.04,344.04,329.04,137.99,294.86,339.44,234.19,241.58,306.58,413.25,377.3,,401.55,401.51,125.87,242.13,407.8,371.4,270.64,150.89,369.03,256.5,364.64,313.08,231.28,176.78,158.27,237.8,248.24,304.26,412.64,148.67,149.37,299.56,262.73,367.64,443.54,62.62,372.04,252.06,261.57,257.7,262.14,292.04,314.73,228.54,338.15,229.66,286.32,222.57,,197.55,165.74,396.62,173.51,357.9,64.05,357.91,103.75,333.22,203.84,119.96,336.11,402.62,256.62,249.67,362.09,129.97,285.95,381,219.49,482.51,408.68,214.17,290.36,283.43,115.12,418.42,454.49,412.94,385.06,321.48,156.88,254.79,388.3,288.19,114.91,149.33,309.03,145.8,406.32,293.58,364.74,172.36,428.78,95.42,130.7,22.68,251.46,404.79,134.28,87.14,166.79,5.68,232.92,205.95,443.1,425.22,432.38,267.4,302.35,179.14,68.24,386.69,383.79,197.66,433.91,398.93,332.12,184.43,345.3,,,219.18,168.66,154.73,407.1,347.96,277.36,58.95,369.09,344.76,115.78,273.83,211.83,428.08,395.7,200.58,151.89,111.98,309.98,157.46,66.88,146.21,356.1,187.51,126.24,428.59,175.66,170.81,388.1,435.76,343.51,345.71,280.89,303.38,361,213.62,39.76,336.13,251.22,447.92,334.03,382.72,354.24,274.93,270.25,228.84,395.54,286.22,235.44,307.49,167.63,235.13,407.06,182.55,170.15,172.9,102.58,,164.86,155.46,369.22,115.16,292.96,156.17,377.58,315.83,179.63,198.78,340.77,413.62,236.63,374.01,143.29,294.32,274.41,295.41,225.16,9.16,211.42,173.75,291.79,143.44,365.08,403.3,417.07,82.63,265.77,204.14,166.82,175.75,232.84,389.76,122.22,246.72,88.22,283.63,165.13,396.02,390.62,253.84,326.33,157.15,311.31,253.26,169.25,157.65,331.06,172.16,80.48,419.42,390.12,226.4,396.9,286.19,275.55,130.18,381.09,52.49,260.6,219.33,139.12,220.28,103.06,274.86,126.18,321.26,362.7,362,299.95,407.24,380.44,362.32,118.2,,286.92,193.12,165.76,258.26,327.65,95.45,,421.04,364.14,163.79,321.37,348.36,372.94,407.91,371.04,16.31,378.95,315.75,423.84,388.34,151.81,314.76,384.5,195.72,314.09,389.06,191.82,264.94,193.06,230.75,299.41,236.96,273.79,393.51,311.06,127.35,135.41,263.57,278.73,342.06,353.43,266.53,314.81,375.65,432.98,221.11,281.61,186.62,349.17,146.95,274.58,203.84,417.96,83.41,358.15,329.85,414.95,246.16,426.56,420.53,315.96,168.36,68.19,298.35,259.84,103.18,161.47,241.39,281.2,263.73,381.82,208.36,29.15,77.59
188,장흥,,,,,,18.73,,,,,,,,,,,,46.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.45,22.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,전주,246.21,223.56,134.02,207.01,341.33,,297.76,122.91,259.29,205.97,225.11,269.69,52.73,149.36,160.37,184.68,90.38,,114.63,172.94,193.85,96.17,137.54,84.48,203.82,246.91,98.77,176.02,185.81,159.22,235.67,231.65,213.14,100.03,95.43,17.34,342.89,188,187.3,12.64,148.07,297.89,156.62,349.54,85.12,106.1,181.09,177.22,24.78,146.08,191.84,75.73,268.4,168.14,184.67,76.61,,269.4,165.18,326.87,342.23,87.64,232.77,102.82,272.47,217.23,135.67,288.68,49.19,332.87,30.3,217.28,133.52,298.69,226.59,94.08,171.45,412.76,338.93,83.52,202.48,83.78,183.1,189.85,167.57,142.68,98.14,150.82,211.75,156.01,244.27,218.44,283.63,217.31,163.07,200.67,136.06,23.32,220.71,201.51,141.86,382.34,299.42,264.24,105.5,260.76,202.26,374.06,214.91,281.24,158.02,130.72,156.18,138.3,145.46,99.81,190.49,218.66,218.68,163.76,314.04,105.46,146.99,329.18,262.37,197.27,58.38,,,126.98,197.81,209.6,337.35,124.34,131.4,345.87,82.17,74.5,284.5,204.08,75.09,141.16,251.67,197.22,206.76,210.1,240.23,186.61,235.6,145.65,212.07,149.16,224.36,200.02,204.81,210.89,159.53,207.19,114.94,275.96,6.03,33.12,291.25,184.18,247.16,107.56,105.26,161,138.27,238.69,83.98,128.97,210.89,60.24,251.51,140.26,168.62,78.92,222.5,89.17,136.8,284.4,225.02,167.73,200.7,,194.01,210.33,299.47,183.14,6.04,324.89,149.01,169.87,107.29,192.16,271.02,126.7,174.17,98.29,312.01,172.63,193.93,25.15,132.96,296.08,179.52,168.58,222.04,193.23,94.82,133.04,145.93,251.35,125.17,82.78,221.69,160.92,64.85,320.01,190.2,40.2,198.7,137.67,232.67,167.45,103.7,116.07,212.74,309.8,241.56,137.68,297.7,179.02,60.8,114.76,367.4,149.16,103.2,88.63,327.15,15.93,195.07,198.16,311.34,234.43,114.64,67.59,147.8,246.67,183.86,12.06,160.74,51,75.78,75.08,67.26,337.49,236.41,188.13,286.92,,168.17,204.68,194.91,112.3,40.73,264.17,,134.12,108.16,123.13,92.8,112.37,177.51,170.61,227.01,303.23,171.5,51.46,153.58,159.77,135.11,201.17,97.58,140.95,244.34,319.31,186.65,118.98,93.86,105.92,229.66,84.15,136.02,164.94,181.78,296.07,233.53,203.38,198.25,208.39,239.84,120.57,27.89,305.9,204.41,76.58,211.86,181.45,279.42,315.67,128.62,135.67,160.56,370.33,192.3,101.28,128.03,179.34,356.81,350.78,150.99,197.51,355.11,184.76,193.02,271.9,330.19,149.19,185.75,125.96,111.56,116.16,316.07,246.31
566,점촌함창,206.42,121.31,143.85,84.23,247.53,,203.96,154.96,157.04,142.31,122.86,167.44,151.95,213.08,117.5,238.27,295.06,,298.14,226.53,130.19,159.89,266,289.16,267.54,42.23,253.74,63.38,180.82,230.84,133.42,181.1,162.59,117.65,166,222.02,240.64,152.99,153.69,217.32,69.61,195.64,361.3,255.74,289.8,169.82,68.45,64.58,179.9,209.8,121.61,146.3,166.15,36.54,93.2,140.33,,167.15,170.06,224.62,248.43,223.93,138.97,208.75,178.67,149.4,145.63,194.88,253.87,230.62,174.38,115.03,212.93,204.89,113.95,270.35,223.81,310.51,236.68,131.93,266.2,201.19,119.44,243.44,372.25,260.86,281.65,239.24,161.2,61.67,204.48,116.19,189.83,153.65,226.79,150.12,277.72,211.34,180.92,176.68,346.54,288.54,205.62,170.44,169.22,220.97,138.6,280.26,171.11,187.44,221.74,140.68,360.86,342.98,350.14,185.16,254.21,13.98,124.88,202.87,211.79,99.22,351.67,226.93,160.12,188.75,263.06,,,77.7,172.98,159.05,235.1,265.72,195.12,252.07,282.26,237.07,190.7,101.83,129.59,345.84,211.88,7.46,156.21,116.3,137.98,161.78,141.8,150.53,172.28,159.12,66.88,253.61,179.98,175.13,213.12,286.6,194.35,173.71,198.65,221.14,189,20.5,153.36,186.97,168.98,365.68,251.79,198.9,238.95,192.69,98.25,146.6,211.72,203.98,232.34,198.95,171.95,152.89,278.46,182.15,174.47,177.22,106.9,,169.18,159.78,197.22,119.48,210.72,231.09,217.62,233.59,117.25,203.1,168.77,307.7,43.51,291.77,218.21,105.24,81.29,213.17,71.72,202.28,215.74,178.07,119.79,147.76,249.79,274.7,288.47,157.55,188.89,121.9,171.14,170.88,150.6,217.76,126.54,164.48,104.9,201.39,27.99,221.04,308.38,101.61,142.51,207.55,139.31,201.4,195.45,161.97,248.82,124.72,273.6,254.38,286.71,129.05,224.9,203.95,82.43,134.5,209.09,140.63,178.36,137.09,143.44,144.42,107.38,192.62,130.5,239.02,280.46,279.76,210.61,235.24,196.62,178.5,193.12,,204.68,224.72,170.08,176.02,245.41,170.37,,300.28,281.9,133.09,185.07,199.2,189.12,232.93,187.22,209.43,195.13,226.41,249.96,206.86,145.07,130.94,281.09,150.91,142.09,217.06,196.14,182.7,110.82,115.88,127.41,154.72,81.66,218.53,245.5,202.27,57.71,101.13,85.61,158.24,169.61,184.29,232.57,203.65,258,138.87,109.61,190.94,177.17,217.75,192.34,145.63,242.98,276.53,174.33,180.69,332.71,243.06,254.56,248.53,126.88,172.68,261.31,114.53,256.74,178.1,236.39,55.49,109.2,91.72,266.53,88.52,222.27,152.51
672,정남,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,8.3,,,,,,,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,
603,정안,298.65,213.54,203.76,178.35,312.67,,269.1,192.65,249.27,177.31,215.09,259.67,59.57,66.5,209.73,254.42,153.1,,217.23,242.68,165.19,16.13,233.18,187.08,120.96,218.25,194.41,155.61,255.55,84.26,225.65,162.25,149.81,79.62,89.41,129.64,332.87,159.34,158.64,124.94,127.66,287.87,224.82,320.88,158.36,23.24,160.68,156.81,87.52,63.22,213.84,69.71,258.38,139.48,185.43,35.69,,259.38,136.52,316.85,313.57,183.28,204.11,198.46,243.81,241.63,107.01,260.02,161.49,322.85,82,207.26,203.26,270.03,206.18,196.68,88.59,402.74,328.91,55.99,119.62,124.6,154.44,259.59,235.77,238.32,200.74,92.66,183.09,135.6,296.71,208.42,254.97,188.65,80.21,162.28,231.7,118.96,273.15,172.85,210.06,353.68,270.76,235.58,22.64,313.2,173.6,345.4,141.29,252.58,75.16,102.06,224.38,206.5,213.66,108.57,107.63,190,190.02,233.5,304.02,76.8,215.19,319.16,252.35,123.65,170.68,,,98.32,169.15,153.35,327.33,119.14,48.54,317.21,184.77,170.14,255.84,194.06,46.43,209.36,304.11,168.56,156.19,181.44,230.21,157.95,206.94,116.99,264.51,120.5,195.7,269.76,176.15,137.27,229.27,276.93,184.68,265.94,106.27,128.76,281.23,155.52,218.5,177.3,22.4,229.2,105.21,291.13,179.62,46.11,190.48,54.22,303.95,57.4,85.76,148.66,153.1,23.13,232.44,274.38,155.62,139.07,172.04,,165.35,181.67,289.45,154.48,118.34,296.23,218.75,87.01,78.63,109.3,261,229.3,153.76,145.19,283.35,197.47,173.52,120.79,104.3,267.42,96.66,136.7,212.02,164.57,190.46,228.68,242.45,222.69,42.31,54.12,152.29,132.26,58.83,309.99,161.54,72.1,170.04,54.81,204.01,237.19,171.9,95.66,234.74,297.21,231.54,54.82,287.68,150.36,156.44,86.1,338.74,244.8,205.8,68.22,317.13,111.57,174.66,169.5,301.32,205.77,31.78,44.71,119.14,236.65,155.2,100.24,132.08,146.64,178.38,168.4,141.12,327.47,288.85,257.87,258.26,,112.3,176.02,166.25,133.49,153.03,235.51,,236.72,135.32,94.47,162.54,189.53,247.25,249.08,279.45,274.57,241.24,147.1,249.22,229.51,106.45,223.17,200.18,112.29,234.32,309.29,118.63,36.12,65.2,77.26,219.64,78.13,115.61,234.68,98.92,267.41,204.87,193.36,177.84,250.47,261.84,37.71,140.19,295.88,274.15,62.93,201.84,123.83,269.4,287.01,16.32,107.01,256.2,341.67,262.04,171.02,196.23,96.48,346.79,340.76,219.11,168.85,326.45,206.76,110.16,243.24,301.53,120.53,201.43,105.55,207.2,87.5,287.41,217.65
163,정읍,273.25,264.29,174.75,247.74,382.06,,338.49,163.64,300.02,246.7,265.84,310.42,93.46,190.09,201.1,211.72,49.65,,73.9,167.14,234.58,136.9,127.67,43.75,186.03,287.64,110.9,216.75,212.85,118.49,276.4,272.38,253.87,140.76,136.16,23.39,383.62,228.73,228.03,28.09,188.8,338.62,115.89,390.27,44.39,146.83,221.82,217.95,65.51,186.81,232.57,116.46,309.13,208.87,225.4,117.34,,310.13,205.91,367.6,382.96,99.77,273.5,114.95,313.2,244.27,176.4,329.41,8.46,373.6,71.03,258.01,174.25,339.42,267.32,53.35,212.18,453.49,379.66,124.25,166.31,124.51,223.83,216.89,126.84,132.81,57.41,110.09,252.48,196.74,271.31,259.17,324.36,258.04,126.9,241.4,148.19,64.05,247.75,242.24,101.13,423.07,340.15,304.97,146.23,287.8,242.99,414.79,255.64,321.97,198.75,171.45,115.45,97.57,104.73,140.54,154.32,259.39,259.41,190.8,354.77,146.19,106.26,369.91,303.1,238,17.65,,,167.71,238.54,250.33,378.08,83.61,154.21,386.6,41.44,94.23,325.23,244.81,115.82,100.43,278.71,237.95,247.49,250.83,280.96,227.34,276.33,186.38,239.11,189.89,265.09,227.06,245.54,251.62,180.55,234.23,155.67,316.69,46.76,73.85,331.98,224.91,287.89,148.29,145.99,120.27,97.54,265.73,96.11,169.7,251.62,100.97,278.55,145.35,209.35,119.65,263.23,129.9,115.21,325.13,265.75,208.46,241.43,,234.74,251.06,340.2,223.87,34.69,365.62,189.74,133.7,148.02,232.89,311.75,85.97,214.9,57.56,352.74,213.36,234.66,65.88,173.69,336.81,220.25,209.31,262.77,233.96,73.91,118.97,105.2,292.08,165.9,123.51,262.42,201.65,105.58,360.74,230.93,80.93,239.43,178.4,273.4,194.49,62.97,156.8,251.16,350.53,282.29,178.41,338.43,219.75,101.53,155.49,408.13,139.29,62.47,129.36,367.88,56.66,235.8,238.89,352.07,275.16,155.37,108.32,188.53,287.4,224.59,52.79,201.47,91.73,35.05,34.35,107.99,378.22,263.45,215.17,327.65,,40.73,245.41,235.64,153.03,190.22,304.9,,93.39,67.43,163.86,133.53,124.5,204.55,160.74,254.05,343.96,198.54,92.19,143.71,186.81,175.84,241.9,56.85,181.68,285.07,360.04,227.38,159.71,134.59,146.65,270.39,124.88,176.75,175.14,145.61,336.8,274.26,244.11,238.98,235.43,280.57,161.3,12.84,346.63,231.45,117.31,252.59,222.18,320.15,356.4,169.35,176.4,150.69,411.06,219.34,142.01,87.3,210.51,397.54,391.51,191.72,238.24,395.84,225.49,196.83,312.63,370.92,189.92,226.48,166.69,123.69,156.89,356.8,287.04
240,제천,294.79,147.94,237.48,86.14,149.86,,106.29,248.59,233.59,115.24,199.41,243.99,211.44,218.83,211.13,326.64,354.55,,378.8,314.9,103.12,219.38,354.37,348.65,247.89,128.14,346.28,205.87,269.19,290.33,135.83,154.03,135.52,215.05,225.49,281.51,317.19,125.92,126.62,276.81,233.82,272.19,420.79,158.07,349.29,229.31,200.8,228.79,239.39,269.29,285.82,205.79,242.7,206.91,208.07,199.82,,102.1,142.99,301.17,150.76,317.56,31.4,302.38,8.3,237.77,181.09,97.21,313.36,307.17,233.87,154.22,306.56,34.52,190.5,358.25,196.74,387.06,313.23,191.42,267.61,260.68,92.37,331.81,431.74,349.23,362.31,298.73,134.13,225.88,292.85,192.74,92.16,126.58,286.28,123.05,366.09,270.83,269.29,149.61,406.03,190.87,107.95,72.77,228.71,309.34,111.53,182.59,144.04,89.77,210.17,183.2,420.35,402.47,409.63,244.65,279.6,156.39,45.49,291.24,288.34,174.91,411.16,303.48,236.67,161.68,322.55,,,196.43,145.91,131.98,311.65,325.21,254.61,154.4,346.34,322.01,20.33,178.38,189.08,405.33,300.25,177.83,129.14,89.23,214.53,134.71,44.13,123.46,260.65,164.76,103.49,341.98,152.91,148.06,301.49,380.23,287.98,250.26,258.14,280.63,265.55,190.87,55.69,280.6,228.47,425.17,311.28,287.27,331.49,252.18,174.8,206.09,300.09,263.47,212.69,284.74,144.88,212.38,366.83,87.1,147.4,150.15,79.83,,142.11,132.71,273.77,92.41,270.21,133.42,305.99,293.08,156.88,176.03,245.32,390.87,213.88,351.26,120.54,198.87,219.98,272.66,202.41,104.61,188.67,151,196.34,120.69,342.33,363.07,376.84,12.82,243.02,181.39,144.07,153,210.09,294.31,99.47,223.97,65.47,260.88,142.38,309.41,367.87,231.09,230.88,61.7,215.86,230.51,73.8,134.9,308.31,149.41,175.93,342.75,367.37,203.65,301.45,263.44,186.82,107.43,285.64,42.96,237.85,196.58,116.37,124.83,80.31,252.11,103.43,298.51,339.95,339.25,277.2,311.79,284.99,266.87,95.45,,264.17,170.37,143.01,235.51,304.9,303.35,,388.65,341.39,141.04,278.7,292.83,277.49,321.3,275.59,111.76,283.5,293,338.33,295.23,129.06,219.31,361.75,172.97,218.64,293.61,169.07,242.19,170.31,208,203.96,214.21,245.87,306.9,288.31,104.6,112.66,168.12,183.64,246.61,257.98,243.78,292.06,280.2,346.37,198.36,186.16,163.87,253.72,51.5,251.83,181.09,331.35,178.86,262.7,274.32,392.2,223.41,331.11,325.08,220.51,145.61,163.64,202.9,237.09,80.43,138.72,218.64,185.75,240.98,359.07,185.61,124.6,54.84
658,조양,,,,,,,14.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.6,,,,,,,5.05,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.26,,,,,,,,,28.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.56,,,,,,,
267,주암,179.86,240.71,169.74,341.13,475.45,,431.88,158.63,276.44,340.09,242.26,286.84,186.85,265.52,196.09,118.33,83.62,,19.49,73.75,327.97,223.41,34.28,77.72,220,342.51,59.85,248.72,119.46,152.46,252.82,344.81,332.37,234.15,214.51,116.78,360.04,322.12,321.42,121.48,264.85,315.04,149.86,483.66,78.36,227.6,243.65,235.7,158.9,267.58,208.99,209.85,285.55,281.02,207.08,210.73,,286.55,299.3,344.02,476.35,89.66,366.89,104.84,380.35,150.88,269.79,422.8,84.93,350.02,164.42,234.43,113.17,354.13,309.19,47.28,271.15,429.91,356.08,217.64,200.28,179.32,317.22,123.5,160.81,39.42,51.18,144.06,345.87,256.91,177.92,235.59,417.75,351.43,160.87,334.79,142.12,135.3,154.36,335.63,135.1,516.46,433.54,398.36,221.66,194.41,336.38,508.18,323.85,415.36,265.8,264.84,149.42,131.54,138.7,195.35,188.29,314.26,352.8,97.41,331.19,239.58,140.23,346.33,279.52,306.21,75.74,,,261.1,331.93,335.91,354.5,117.58,188.18,479.99,51.95,84.12,368.32,221.23,209.21,134.4,185.32,292.82,338.75,344.22,257.38,320.73,369.72,279.77,145.72,283.28,358.48,133.67,338.93,319.83,87.16,140.84,131.75,293.11,140.15,125.5,308.4,279.78,381.28,139.13,214.32,154.24,131.51,172.34,74.64,250.47,293.49,194.36,185.16,179.32,255.2,155.26,335.66,223.29,21.82,301.55,338.18,301.85,334.82,,328.13,344.45,316.62,317.26,128.08,459.01,97.68,167.67,241.41,291.86,288.17,7.42,256.77,91.53,446.13,197.88,218.99,146.19,267.08,430.2,279.22,302.7,239.19,327.35,67.84,25.58,11.81,385.47,241.33,216.9,334.85,295.04,198.97,337.16,324.32,174.32,332.82,259.17,328.27,101.1,96.94,250.19,157.77,326.95,258.71,253.84,314.85,313.14,97.82,248.88,501.52,45.9,30.92,222.75,344.3,142.69,229.67,332.28,328.49,368.55,230.8,201.71,281.92,263.82,317.98,146.18,294.86,107.62,69.02,68.32,166.92,354.64,170.06,121.78,421.04,,134.12,300.28,329.03,236.72,93.39,388.65,,87.32,101.4,257.25,141.38,114.39,111.16,67.35,160.66,437.35,105.15,172.5,50.32,93.42,269.23,169.34,42.38,275.07,261.49,336.46,301.19,200.6,227.98,240.04,246.81,218.27,270.14,81.75,179.58,430.19,357.99,220.53,226.49,142.04,275.56,242.07,106.23,323.05,138.06,210.7,229.01,306.39,296.57,337.15,253.04,269.79,57.3,504.45,125.95,132.9,121.27,244.48,373.96,367.93,186.71,331.63,489.23,185.75,230.8,406.02,464.31,283.31,202.9,260.08,47.06,250.28,450.19,380.43
503,줄포,281.26,277.4,187.86,284.23,418.55,,374.98,176.75,313.13,283.19,278.95,323.53,160.89,164.12,214.21,219.73,17.78,,81.91,175.15,271.07,122.01,135.68,51.76,118.6,324.13,118.91,261.49,220.86,51.06,289.51,243.41,230.97,185.5,195.29,90.82,396.73,242.94,242.24,95.52,233.54,351.73,89.5,426.76,23.04,126.2,266.56,262.69,132.94,166.18,245.68,175.59,322.24,245.36,238.51,141.57,,323.24,232.88,380.71,419.45,107.78,309.99,122.96,349.69,252.28,212.89,365.9,58.97,386.71,138.46,271.12,187.36,375.91,312.06,61.36,169.75,466.6,392.77,161.87,98.88,191.94,260.32,224.9,100.45,140.82,65.42,42.66,266.69,241.48,279.32,272.28,360.85,294.53,59.47,243.44,156.2,131.48,255.76,256.45,74.74,459.56,376.64,341.46,120.26,295.81,254.96,451.28,222.45,358.46,164.4,207.94,89.06,71.18,78.34,207.97,86.89,295.88,295.9,198.81,367.88,182.68,79.87,383.02,316.21,204.81,49.78,,,204.2,252.75,234.51,391.19,16.18,86.78,423.09,49.45,102.24,361.72,257.92,152.31,74.04,286.72,274.44,237.35,287.32,294.07,241.55,312.82,222.87,247.12,226.38,301.58,235.07,259.75,218.43,188.56,242.24,168.78,329.8,114.19,141.28,345.09,261.4,324.38,161.4,112.92,93.88,30.11,273.74,104.12,149.07,296.36,160.1,286.56,77.92,153.8,173.38,234.26,129.01,123.22,338.24,236.78,222.67,277.92,,248.95,262.9,353.31,260.36,102.12,402.11,199.08,66.27,184.51,190.46,324.86,93.98,259.64,9.87,389.23,226.47,250.42,133.31,210.18,373.3,177.82,217.86,275.88,248.17,81.92,126.98,113.21,328.57,139.93,160,233.45,225.52,164.71,373.85,267.02,148.36,275.92,157.77,309.89,202.5,36.58,201.54,259.17,363.64,295.4,152.44,351.54,233.96,115.94,191.98,444.62,147.3,70.48,174.1,380.99,124.09,266.36,259.06,365.18,311.65,129.4,150.59,225.02,300.51,261.08,120.22,237.96,125.74,43.06,33.08,175.42,391.33,271.46,223.18,364.14,,108.16,281.9,249.85,135.32,67.43,341.39,,101.4,137.44,200.35,159.5,132.51,212.56,168.75,262.06,380.45,206.55,159.62,151.72,194.82,212.33,255.01,64.86,218.17,298.18,373.15,199.79,99.2,171.08,183.14,283.5,184.01,221.49,183.15,78.18,373.29,310.75,257.22,263.18,243.44,293.68,140.67,80.27,359.74,239.46,168.81,265.7,204.99,333.26,373.84,151.64,212.89,158.7,447.55,227.35,151.02,60.91,143.08,410.65,404.62,204.83,252.45,432.33,238.6,129.4,349.12,407.41,226.41,239.59,211.43,131.7,193.38,393.29,323.53
